('BlackBerry', 'hero1379'),{'model': 'hero1379', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '15275', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('BlackBerry', 'N2467'),{'model': 'N2467', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '19657', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '14'}
('BlackBerry', 'hero1829'),{'model': 'hero1829', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '3962', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '18'}
('BlackBerry', 'hero2260'),{'model': 'hero2260', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '28612', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '23'}
('BlackBerry', 'N1783'),{'model': 'N1783', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '16562', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
('BlackBerry', 'hero3918'),{'model': 'hero3918', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '26656', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '13'}
('BlackBerry', 'blackberry3591'),{'model': 'blackberry3591', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '31429', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '16'}
('BlackBerry', 'N2216'),{'model': 'N2216', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '10981', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '7'}
('BlackBerry', 'lumia3193'),{'model': 'lumia3193', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '8547', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '20'}
('BlackBerry', 'lumia3032'),{'model': 'lumia3032', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '20126', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '8'}
('BlackBerry', 'hero1976'),{'model': 'hero1976', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '37984', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '13'}
('BlackBerry', 'hero1172'),{'model': 'hero1172', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '27104', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '16'}
('BlackBerry', 'N2756'),{'model': 'N2756', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '34819', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '15'}
('BlackBerry', 'lumia1571'),{'model': 'lumia1571', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '11029', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '19'}
('BlackBerry', 'N1705'),{'model': 'N1705', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '19220', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('BlackBerry', 'blackberry4015'),{'model': 'blackberry4015', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '1296', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '16'}
('BlackBerry', 'hero3106'),{'model': 'hero3106', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '32630', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
('BlackBerry', 'N582'),{'model': 'N582', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '10831', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('BlackBerry', 'hero2168'),{'model': 'hero2168', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '30376', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('BlackBerry', 'N2043'),{'model': 'N2043', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '25681', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '17'}
('BlackBerry', 'blackberry541'),{'model': 'blackberry541', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '27503', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '9'}
('BlackBerry', 'hero3472'),{'model': 'hero3472', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '21289', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '27'}
('BlackBerry', 'blackberry3980'),{'model': 'blackberry3980', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '22635', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '30'}
('BlackBerry', 'hero3051'),{'model': 'hero3051', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '27887', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '19'}
('BlackBerry', 'hero3085'),{'model': 'hero3085', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '15604', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '22'}
('BlackBerry', 'hero2366'),{'model': 'hero2366', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '6083', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '30'}
('BlackBerry', 'N4517'),{'model': 'N4517', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '9376', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '8'}
('BlackBerry', 'hero2370'),{'model': 'hero2370', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '3189', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '12'}
('BlackBerry', 'blackberry805'),{'model': 'blackberry805', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '5149', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('BlackBerry', 'hero570'),{'model': 'hero570', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '2851', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '5'}
('BlackBerry', 'blackberry606'),{'model': 'blackberry606', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '18168', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '15'}
('BlackBerry', 'lumia3837'),{'model': 'lumia3837', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '17729', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '8'}
('BlackBerry', 'blackberry3298'),{'model': 'blackberry3298', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '9692', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '19'}
('BlackBerry', 'N2178'),{'model': 'N2178', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '17736', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '24'}
('BlackBerry', 'hero2613'),{'model': 'hero2613', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '23342', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '16'}
('BlackBerry', 'lumia2596'),{'model': 'lumia2596', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '4127', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '29'}
('BlackBerry', 'hero3426'),{'model': 'hero3426', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '14201', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '23'}
('BlackBerry', 'hero1668'),{'model': 'hero1668', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '1809', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '19'}
('BlackBerry', 'hero3988'),{'model': 'hero3988', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '4283', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
('BlackBerry', 'hero2525'),{'model': 'hero2525', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '4302', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('BlackBerry', 'lumia2922'),{'model': 'lumia2922', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '15434', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '6'}
('BlackBerry', 'hero4404'),{'model': 'hero4404', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '10791', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'blackberry3293'),{'model': 'blackberry3293', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '27744', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '21'}
('BlackBerry', 'N982'),{'model': 'N982', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '35191', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '23'}
('BlackBerry', 'hero1157'),{'model': 'hero1157', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '31576', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '25'}
('BlackBerry', 'lumia372'),{'model': 'lumia372', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '4198', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '10'}
('BlackBerry', 'lumia3889'),{'model': 'lumia3889', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '9834', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('BlackBerry', 'lumia4103'),{'model': 'lumia4103', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '28994', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '5'}
('BlackBerry', 'hero218'),{'model': 'hero218', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '6410', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '14'}
('BlackBerry', 'hero3326'),{'model': 'hero3326', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '14071', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '13'}
('BlackBerry', 'blackberry1429'),{'model': 'blackberry1429', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '1073', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '9'}
('BlackBerry', 'lumia2695'),{'model': 'lumia2695', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '38427', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '5'}
('BlackBerry', 'N3997'),{'model': 'N3997', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '26423', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '7'}
('BlackBerry', 'hero2614'),{'model': 'hero2614', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '1601', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '7'}
('BlackBerry', 'hero1803'),{'model': 'hero1803', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '4726', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '15'}
('BlackBerry', 'hero1860'),{'model': 'hero1860', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '31441', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '5'}
('BlackBerry', 'N358'),{'model': 'N358', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '15653', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '13'}
('BlackBerry', 'lumia900'),{'model': 'lumia900', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '4890', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '23'}
('BlackBerry', 'lumia821'),{'model': 'lumia821', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '5170', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('BlackBerry', 'lumia1714'),{'model': 'lumia1714', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '31769', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '11'}
('BlackBerry', 'hero2613'),{'model': 'hero2613', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '21706', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '30'}
('BlackBerry', 'N783'),{'model': 'N783', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '5356', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '29'}
('BlackBerry', 'lumia2951'),{'model': 'lumia2951', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '19365', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '26'}
('BlackBerry', 'hero4015'),{'model': 'hero4015', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '34675', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '14'}
('BlackBerry', 'hero2930'),{'model': 'hero2930', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '15627', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '17'}
('BlackBerry', 'hero4532'),{'model': 'hero4532', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '12485', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'hero1688'),{'model': 'hero1688', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '21031', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '16'}
('BlackBerry', 'lumia903'),{'model': 'lumia903', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '17767', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('BlackBerry', 'hero215'),{'model': 'hero215', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '22804', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '21'}
('BlackBerry', 'N2396'),{'model': 'N2396', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '22158', 'thickness': '24', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '13'}
('BlackBerry', 'hero3664'),{'model': 'hero3664', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '13847', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '17'}
('BlackBerry', 'hero1809'),{'model': 'hero1809', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '34232', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('BlackBerry', 'hero182'),{'model': 'hero182', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '29522', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '20'}
('BlackBerry', 'N3017'),{'model': 'N3017', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '31120', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '20'}
('BlackBerry', 'N2514'),{'model': 'N2514', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '21585', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('BlackBerry', 'N1058'),{'model': 'N1058', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '25461', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '20'}
('BlackBerry', 'hero3633'),{'model': 'hero3633', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '27312', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '12'}
('BlackBerry', 'hero1493'),{'model': 'hero1493', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '4061', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '26'}
('BlackBerry', 'hero915'),{'model': 'hero915', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '2036', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '25'}
('BlackBerry', 'blackberry3337'),{'model': 'blackberry3337', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '1544', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '7'}
('BlackBerry', 'N3672'),{'model': 'N3672', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '26940', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('BlackBerry', 'N2482'),{'model': 'N2482', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '29719', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('BlackBerry', 'hero1709'),{'model': 'hero1709', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '39596', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '27'}
('BlackBerry', 'hero119'),{'model': 'hero119', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '36654', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '14'}
('BlackBerry', 'hero2673'),{'model': 'hero2673', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '18160', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '19'}
('BlackBerry', 'lumia1538'),{'model': 'lumia1538', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '36242', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '22'}
('BlackBerry', 'N1852'),{'model': 'N1852', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '30672', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '25'}
('BlackBerry', 'hero2007'),{'model': 'hero2007', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '7056', 'thickness': '12', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
('BlackBerry', 'lumia1969'),{'model': 'lumia1969', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '15932', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '12'}
('BlackBerry', 'hero3321'),{'model': 'hero3321', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '19663', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('BlackBerry', 'hero4562'),{'model': 'hero4562', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '39893', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('BlackBerry', 'blackberry3907'),{'model': 'blackberry3907', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '16004', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '15'}
('BlackBerry', 'lumia728'),{'model': 'lumia728', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '10997', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '13'}
('BlackBerry', 'N1329'),{'model': 'N1329', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '13315', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '23'}
('BlackBerry', 'N3088'),{'model': 'N3088', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '10849', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '30'}
('BlackBerry', 'blackberry508'),{'model': 'blackberry508', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '30009', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '27'}
('BlackBerry', 'hero3764'),{'model': 'hero3764', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '32931', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '6'}
('BlackBerry', 'lumia466'),{'model': 'lumia466', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '35056', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '23'}
('BlackBerry', 'hero1735'),{'model': 'hero1735', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '18098', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '6'}
('BlackBerry', 'hero2527'),{'model': 'hero2527', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '34039', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '29'}
('BlackBerry', 'lumia767'),{'model': 'lumia767', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '29413', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '16'}
('BlackBerry', 'N611'),{'model': 'N611', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '34731', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '13'}
('BlackBerry', 'blackberry2569'),{'model': 'blackberry2569', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '9562', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '13'}
('BlackBerry', 'hero1093'),{'model': 'hero1093', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '39911', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '12'}
('BlackBerry', 'lumia3540'),{'model': 'lumia3540', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '4909', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '15'}
('BlackBerry', 'hero2808'),{'model': 'hero2808', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '19408', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '20'}
('BlackBerry', 'hero1981'),{'model': 'hero1981', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '12591', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '13'}
('BlackBerry', 'hero2192'),{'model': 'hero2192', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '4552', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '20'}
('BlackBerry', 'lumia804'),{'model': 'lumia804', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '20696', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('BlackBerry', 'N2817'),{'model': 'N2817', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '19890', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '26'}
('BlackBerry', 'blackberry4379'),{'model': 'blackberry4379', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '39247', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'hero1870'),{'model': 'hero1870', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '2747', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '8'}
