('Lg', 'hero2806'),{'model': 'hero2806', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Lg', 'price': '12471', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Lg', 'hero820'),{'model': 'hero820', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '18156', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '15'}
('Lg', 'hero1338'),{'model': 'hero1338', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Lg', 'price': '8137', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '14'}
('Lg', 'hero876'),{'model': 'hero876', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Lg', 'price': '36743', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '14'}
('Lg', 'blackberry4004'),{'model': 'blackberry4004', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'Lg', 'price': '13415', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '10'}
('Lg', 'hero2406'),{'model': 'hero2406', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Lg', 'price': '7305', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '28'}
('Lg', 'blackberry2458'),{'model': 'blackberry2458', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Lg', 'price': '5994', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '19'}
('Lg', 'hero3669'),{'model': 'hero3669', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '2', 'company': 'Lg', 'price': '9060', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '6'}
('Lg', 'blackberry3369'),{'model': 'blackberry3369', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Lg', 'price': '17201', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '7'}
('Lg', 'N1132'),{'model': 'N1132', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '4', 'company': 'Lg', 'price': '39268', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '29'}
('Lg', 'blackberry404'),{'model': 'blackberry404', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Lg', 'price': '5713', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '22'}
('Lg', 'blackberry400'),{'model': 'blackberry400', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '3', 'company': 'Lg', 'price': '1869', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '14'}
('Lg', 'N1374'),{'model': 'N1374', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'Lg', 'price': '26168', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '23'}
('Lg', 'hero2799'),{'model': 'hero2799', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '5', 'company': 'Lg', 'price': '13624', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '8'}
('Lg', 'N1662'),{'model': 'N1662', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Lg', 'price': '19275', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '29'}
('Lg', 'blackberry4456'),{'model': 'blackberry4456', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'Lg', 'price': '7115', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '8'}
('Lg', 'N2487'),{'model': 'N2487', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'Lg', 'price': '34865', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '24'}
('Lg', 'N1015'),{'model': 'N1015', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '36064', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '30'}
('Lg', 'hero1139'),{'model': 'hero1139', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Lg', 'price': '3909', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '26'}
('Lg', 'N932'),{'model': 'N932', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Lg', 'price': '28398', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '29'}
('Lg', 'lumia1217'),{'model': 'lumia1217', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '5', 'company': 'Lg', 'price': '38667', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('Lg', 'hero1910'),{'model': 'hero1910', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Lg', 'price': '38271', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '14'}
('Lg', 'hero2538'),{'model': 'hero2538', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '1', 'company': 'Lg', 'price': '5504', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('Lg', 'blackberry4218'),{'model': 'blackberry4218', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'Lg', 'price': '3267', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '25'}
('Lg', 'N2300'),{'model': 'N2300', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'Lg', 'price': '15711', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('Lg', 'N628'),{'model': 'N628', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Lg', 'price': '34570', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '16'}
('Lg', 'blackberry181'),{'model': 'blackberry181', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Lg', 'price': '27431', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '22'}
('Lg', 'hero279'),{'model': 'hero279', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '1', 'company': 'Lg', 'price': '3860', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '18'}
('Lg', 'blackberry2698'),{'model': 'blackberry2698', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Lg', 'price': '22474', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '25'}
('Lg', 'lumia2439'),{'model': 'lumia2439', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '0', 'company': 'Lg', 'price': '23760', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '21'}
('Lg', 'blackberry542'),{'model': 'blackberry542', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '4', 'company': 'Lg', 'price': '3086', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '26'}
('Lg', 'lumia2682'),{'model': 'lumia2682', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Lg', 'price': '24604', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '16'}
('Lg', 'blackberry3648'),{'model': 'blackberry3648', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Lg', 'price': '2699', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '24'}
('Lg', 'lumia4173'),{'model': 'lumia4173', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '0', 'company': 'Lg', 'price': '18952', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '26'}
('Lg', 'hero698'),{'model': 'hero698', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '3', 'company': 'Lg', 'price': '11666', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '18'}
('Lg', 'lumia2436'),{'model': 'lumia2436', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '2', 'company': 'Lg', 'price': '11844', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '25'}
('Lg', 'hero3624'),{'model': 'hero3624', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Lg', 'price': '32574', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Lg', 'N436'),{'model': 'N436', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Lg', 'price': '13902', 'thickness': '12', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '24'}
('Lg', 'hero2291'),{'model': 'hero2291', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '0', 'company': 'Lg', 'price': '22907', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
('Lg', 'lumia4273'),{'model': 'lumia4273', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Lg', 'price': '14653', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '9'}
('Lg', 'hero4107'),{'model': 'hero4107', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '5', 'company': 'Lg', 'price': '24240', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '28'}
('Lg', 'N3395'),{'model': 'N3395', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '2', 'company': 'Lg', 'price': '38865', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '20'}
('Lg', 'N2219'),{'model': 'N2219', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'Lg', 'price': '18908', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('Lg', 'hero1435'),{'model': 'hero1435', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '1', 'company': 'Lg', 'price': '11193', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '6'}
('Lg', 'hero879'),{'model': 'hero879', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Lg', 'price': '28056', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('Lg', 'hero2935'),{'model': 'hero2935', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'Lg', 'price': '2179', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '26'}
('Lg', 'hero114'),{'model': 'hero114', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '4', 'company': 'Lg', 'price': '14922', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '19'}
('Lg', 'hero1659'),{'model': 'hero1659', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '21677', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '27'}
('Lg', 'N4201'),{'model': 'N4201', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Lg', 'price': '2097', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '25'}
('Lg', 'hero1041'),{'model': 'hero1041', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '3', 'company': 'Lg', 'price': '38666', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '7'}
('Lg', 'blackberry4017'),{'model': 'blackberry4017', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Lg', 'price': '32318', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('Lg', 'lumia999'),{'model': 'lumia999', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Lg', 'price': '33220', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '28'}
('Lg', 'N2102'),{'model': 'N2102', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Lg', 'price': '5266', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '22'}
('Lg', 'lumia2902'),{'model': 'lumia2902', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '0', 'company': 'Lg', 'price': '21703', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('Lg', 'hero1068'),{'model': 'hero1068', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '1', 'company': 'Lg', 'price': '25952', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '26'}
('Lg', 'lumia770'),{'model': 'lumia770', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '1', 'company': 'Lg', 'price': '33761', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '15'}
('Lg', 'lumia2081'),{'model': 'lumia2081', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Lg', 'price': '22685', 'thickness': '22', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('Lg', 'lumia1866'),{'model': 'lumia1866', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Lg', 'price': '16263', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('Lg', 'hero3939'),{'model': 'hero3939', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Lg', 'price': '7034', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('Lg', 'hero2858'),{'model': 'hero2858', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Lg', 'price': '4763', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '6'}
('Lg', 'hero508'),{'model': 'hero508', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '28690', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '22'}
('Lg', 'lumia1844'),{'model': 'lumia1844', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '5', 'company': 'Lg', 'price': '34772', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '24'}
('Lg', 'lumia357'),{'model': 'lumia357', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'Lg', 'price': '10060', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '22'}
('Lg', 'N3923'),{'model': 'N3923', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Lg', 'price': '8540', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('Lg', 'hero1323'),{'model': 'hero1323', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Lg', 'price': '39042', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('Lg', 'N1949'),{'model': 'N1949', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '5', 'company': 'Lg', 'price': '9545', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '7'}
('Lg', 'hero1009'),{'model': 'hero1009', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Lg', 'price': '11148', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Lg', 'blackberry1655'),{'model': 'blackberry1655', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '5', 'company': 'Lg', 'price': '3040', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
('Lg', 'lumia3408'),{'model': 'lumia3408', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Lg', 'price': '17300', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '16'}
('Lg', 'hero549'),{'model': 'hero549', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Lg', 'price': '22203', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '16'}
('Lg', 'hero1902'),{'model': 'hero1902', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'Lg', 'price': '10394', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('Lg', 'hero2117'),{'model': 'hero2117', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'Lg', 'price': '38800', 'thickness': '22', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
('Lg', 'blackberry3644'),{'model': 'blackberry3644', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Lg', 'price': '25315', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '15'}
('Lg', 'blackberry3321'),{'model': 'blackberry3321', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Lg', 'price': '39898', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '26'}
('Lg', 'N2772'),{'model': 'N2772', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '5', 'company': 'Lg', 'price': '19218', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '20'}
('Lg', 'blackberry2625'),{'model': 'blackberry2625', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '4', 'company': 'Lg', 'price': '13104', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '8'}
('Lg', 'hero2714'),{'model': 'hero2714', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Lg', 'price': '3569', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '26'}
('Lg', 'blackberry759'),{'model': 'blackberry759', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Lg', 'price': '12786', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '30'}
('Lg', 'lumia3002'),{'model': 'lumia3002', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '2', 'company': 'Lg', 'price': '12711', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '26'}
('Lg', 'hero1537'),{'model': 'hero1537', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'Lg', 'price': '7735', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('Lg', 'hero931'),{'model': 'hero931', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'Lg', 'price': '18151', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '8'}
('Lg', 'N4102'),{'model': 'N4102', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '2', 'company': 'Lg', 'price': '17249', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '24'}
('Lg', 'lumia839'),{'model': 'lumia839', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'Lg', 'price': '7195', 'thickness': '29', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '10'}
('Lg', 'blackberry3735'),{'model': 'blackberry3735', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Lg', 'price': '39440', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('Lg', 'N2712'),{'model': 'N2712', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Lg', 'price': '36071', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '9'}
('Lg', 'hero800'),{'model': 'hero800', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '2', 'company': 'Lg', 'price': '17327', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Lg', 'lumia3135'),{'model': 'lumia3135', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '38898', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '29'}
('Lg', 'blackberry3691'),{'model': 'blackberry3691', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Lg', 'price': '38704', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '26'}
('Lg', 'N3375'),{'model': 'N3375', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '5', 'company': 'Lg', 'price': '2976', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '11'}
('Lg', 'blackberry1789'),{'model': 'blackberry1789', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Lg', 'price': '31403', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '18'}
('Lg', 'blackberry2129'),{'model': 'blackberry2129', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'Lg', 'price': '27612', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '12'}
('Lg', 'hero4376'),{'model': 'hero4376', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Lg', 'price': '20471', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '26'}
('Lg', 'hero1565'),{'model': 'hero1565', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'Lg', 'price': '34320', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '10'}
('Lg', 'hero4261'),{'model': 'hero4261', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Lg', 'price': '25545', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '5'}
('Lg', 'lumia2720'),{'model': 'lumia2720', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Lg', 'price': '26115', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('Lg', 'blackberry4342'),{'model': 'blackberry4342', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Lg', 'price': '29721', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('Lg', 'hero1123'),{'model': 'hero1123', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '2', 'company': 'Lg', 'price': '22642', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '21'}
('Lg', 'blackberry2848'),{'model': 'blackberry2848', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '0', 'company': 'Lg', 'price': '16710', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '6'}
('Lg', 'N4515'),{'model': 'N4515', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Lg', 'price': '18143', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '25'}
('Lg', 'hero3094'),{'model': 'hero3094', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Lg', 'price': '8443', 'thickness': '17', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('Lg', 'N4200'),{'model': 'N4200', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '5', 'company': 'Lg', 'price': '33082', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '14'}
('Lg', 'N542'),{'model': 'N542', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '5', 'company': 'Lg', 'price': '4797', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Lg', 'hero986'),{'model': 'hero986', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '0', 'company': 'Lg', 'price': '34213', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('Lg', 'hero4545'),{'model': 'hero4545', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '2', 'company': 'Lg', 'price': '27174', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '26'}
('Lg', 'blackberry4506'),{'model': 'blackberry4506', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Lg', 'price': '5456', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Lg', 'lumia3092'),{'model': 'lumia3092', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '5', 'company': 'Lg', 'price': '38942', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '27'}
('Lg', 'hero3141'),{'model': 'hero3141', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '2', 'company': 'Lg', 'price': '26619', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '26'}
('Lg', 'blackberry2678'),{'model': 'blackberry2678', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '4', 'company': 'Lg', 'price': '4058', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '6'}
('Lg', 'hero2221'),{'model': 'hero2221', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'Lg', 'price': '4990', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '27'}
('Lg', 'hero3924'),{'model': 'hero3924', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Lg', 'price': '2862', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '25'}
('Lg', 'hero1228'),{'model': 'hero1228', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '4', 'company': 'Lg', 'price': '3447', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '24'}
('Lg', 'hero966'),{'model': 'hero966', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'Lg', 'price': '6544', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '19'}
('Lg', 'hero3643'),{'model': 'hero3643', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '3', 'company': 'Lg', 'price': '31739', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '13'}
('Lg', 'hero1479'),{'model': 'hero1479', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'Lg', 'price': '21695', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('Lg', 'lumia4165'),{'model': 'lumia4165', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '0', 'company': 'Lg', 'price': '29133', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '26'}
('Lg', 'lumia1052'),{'model': 'lumia1052', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Lg', 'price': '33305', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '6'}
('Lg', 'hero3797'),{'model': 'hero3797', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '2', 'company': 'Lg', 'price': '20484', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '24'}
