('Samsung', 'N2384'),{'model': 'N2384', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Samsung', 'price': '26073', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '16'}
('Samsung', 'blackberry1717'),{'model': 'blackberry1717', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Samsung', 'price': '22805', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '12'}
('Samsung', 'lumia891'),{'model': 'lumia891', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'Samsung', 'price': '16034', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '14'}
('Samsung', 'hero1958'),{'model': 'hero1958', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '4', 'company': 'Samsung', 'price': '25479', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '26'}
('Samsung', 'blackberry1322'),{'model': 'blackberry1322', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '4', 'company': 'Samsung', 'price': '28064', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '24'}
('Samsung', 'hero154'),{'model': 'hero154', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Samsung', 'price': '31603', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '21'}
('Samsung', 'hero334'),{'model': 'hero334', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'Samsung', 'price': '31902', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '11'}
('Samsung', 'N3890'),{'model': 'N3890', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '5', 'company': 'Samsung', 'price': '20223', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '6'}
('Samsung', 'blackberry1679'),{'model': 'blackberry1679', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '0', 'company': 'Samsung', 'price': '19802', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '25'}
('Samsung', 'hero2594'),{'model': 'hero2594', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Samsung', 'price': '29712', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '27'}
('Samsung', 'lumia327'),{'model': 'lumia327', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '5', 'company': 'Samsung', 'price': '17254', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '18'}
('Samsung', 'lumia1082'),{'model': 'lumia1082', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Samsung', 'price': '16665', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Samsung', 'N3657'),{'model': 'N3657', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Samsung', 'price': '31962', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('Samsung', 'hero3411'),{'model': 'hero3411', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'Samsung', 'price': '32391', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '27'}
('Samsung', 'N1465'),{'model': 'N1465', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Samsung', 'price': '34331', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '18'}
('Samsung', 'N4547'),{'model': 'N4547', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '2', 'company': 'Samsung', 'price': '17167', 'thickness': '17', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '20'}
('Samsung', 'hero322'),{'model': 'hero322', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Samsung', 'price': '18977', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '30'}
('Samsung', 'hero2420'),{'model': 'hero2420', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'Samsung', 'price': '34977', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '21'}
('Samsung', 'N3208'),{'model': 'N3208', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '3', 'company': 'Samsung', 'price': '2751', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('Samsung', 'hero2085'),{'model': 'hero2085', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Samsung', 'price': '30334', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '21'}
('Samsung', 'hero2958'),{'model': 'hero2958', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'Samsung', 'price': '36723', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '8'}
('Samsung', 'hero4552'),{'model': 'hero4552', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '1', 'company': 'Samsung', 'price': '21173', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '29'}
('Samsung', 'hero2877'),{'model': 'hero2877', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '0', 'company': 'Samsung', 'price': '37330', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '13'}
('Samsung', 'hero1091'),{'model': 'hero1091', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Samsung', 'price': '12370', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '20'}
('Samsung', 'hero1340'),{'model': 'hero1340', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '2', 'company': 'Samsung', 'price': '26638', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '22'}
('Samsung', 'lumia3889'),{'model': 'lumia3889', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Samsung', 'price': '33891', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Samsung', 'N1308'),{'model': 'N1308', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Samsung', 'price': '7536', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Samsung', 'hero816'),{'model': 'hero816', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Samsung', 'price': '19312', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Samsung', 'blackberry3217'),{'model': 'blackberry3217', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Samsung', 'price': '33770', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '17'}
('Samsung', 'N3345'),{'model': 'N3345', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'Samsung', 'price': '38845', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '22'}
('Samsung', 'hero3908'),{'model': 'hero3908', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Samsung', 'price': '5611', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '27'}
('Samsung', 'blackberry4288'),{'model': 'blackberry4288', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '4', 'company': 'Samsung', 'price': '20294', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('Samsung', 'hero2675'),{'model': 'hero2675', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'Samsung', 'price': '31652', 'thickness': '12', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '10'}
('Samsung', 'hero3227'),{'model': 'hero3227', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Samsung', 'price': '15959', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '23'}
('Samsung', 'hero4455'),{'model': 'hero4455', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Samsung', 'price': '15535', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '15'}
('Samsung', 'lumia2871'),{'model': 'lumia2871', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Samsung', 'price': '24937', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Samsung', 'lumia2671'),{'model': 'lumia2671', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Samsung', 'price': '31706', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Samsung', 'N1654'),{'model': 'N1654', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Samsung', 'price': '17375', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '5'}
('Samsung', 'lumia4251'),{'model': 'lumia4251', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '4', 'company': 'Samsung', 'price': '9576', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '13'}
('Samsung', 'hero1501'),{'model': 'hero1501', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '4', 'company': 'Samsung', 'price': '10903', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '10'}
('Samsung', 'lumia231'),{'model': 'lumia231', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Samsung', 'price': '15946', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('Samsung', 'blackberry1724'),{'model': 'blackberry1724', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '4', 'company': 'Samsung', 'price': '6643', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('Samsung', 'blackberry4560'),{'model': 'blackberry4560', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '5', 'company': 'Samsung', 'price': '32452', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '19'}
('Samsung', 'blackberry1508'),{'model': 'blackberry1508', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Samsung', 'price': '37158', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '16'}
('Samsung', 'hero1161'),{'model': 'hero1161', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'Samsung', 'price': '24788', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Samsung', 'lumia2477'),{'model': 'lumia2477', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Samsung', 'price': '21679', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '27'}
('Samsung', 'blackberry2643'),{'model': 'blackberry2643', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Samsung', 'price': '15046', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '25'}
('Samsung', 'lumia4049'),{'model': 'lumia4049', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Samsung', 'price': '28658', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '12'}
('Samsung', 'blackberry3971'),{'model': 'blackberry3971', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '3', 'company': 'Samsung', 'price': '28708', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '28'}
('Samsung', 'blackberry880'),{'model': 'blackberry880', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '5', 'company': 'Samsung', 'price': '13871', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('Samsung', 'N3737'),{'model': 'N3737', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Samsung', 'price': '30353', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '16'}
('Samsung', 'N218'),{'model': 'N218', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '2', 'company': 'Samsung', 'price': '27234', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '12'}
('Samsung', 'hero213'),{'model': 'hero213', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Samsung', 'price': '4905', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '26'}
('Samsung', 'hero3055'),{'model': 'hero3055', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Samsung', 'price': '33672', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '8'}
('Samsung', 'lumia3460'),{'model': 'lumia3460', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Samsung', 'price': '10497', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('Samsung', 'hero3455'),{'model': 'hero3455', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Samsung', 'price': '13617', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '15'}
('Samsung', 'hero830'),{'model': 'hero830', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'Samsung', 'price': '36449', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Samsung', 'hero3509'),{'model': 'hero3509', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Samsung', 'price': '13344', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '29'}
('Samsung', 'N1636'),{'model': 'N1636', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '0', 'company': 'Samsung', 'price': '13914', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '18'}
('Samsung', 'hero1199'),{'model': 'hero1199', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Samsung', 'price': '19820', 'thickness': '20', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '8'}
('Samsung', 'lumia1653'),{'model': 'lumia1653', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Samsung', 'price': '1344', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '20'}
('Samsung', 'lumia4219'),{'model': 'lumia4219', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Samsung', 'price': '9574', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '15'}
('Samsung', 'hero1003'),{'model': 'hero1003', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '1', 'company': 'Samsung', 'price': '26293', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '19'}
('Samsung', 'lumia404'),{'model': 'lumia404', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '3', 'company': 'Samsung', 'price': '36068', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '28'}
('Samsung', 'blackberry1876'),{'model': 'blackberry1876', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'Samsung', 'price': '28158', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('Samsung', 'N481'),{'model': 'N481', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'Samsung', 'price': '2638', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '5'}
('Samsung', 'N3425'),{'model': 'N3425', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '5', 'company': 'Samsung', 'price': '5962', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '27'}
('Samsung', 'lumia1016'),{'model': 'lumia1016', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Samsung', 'price': '37533', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '28'}
('Samsung', 'N1826'),{'model': 'N1826', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Samsung', 'price': '10706', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '12'}
('Samsung', 'N443'),{'model': 'N443', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Samsung', 'price': '8362', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '28'}
('Samsung', 'lumia1685'),{'model': 'lumia1685', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Samsung', 'price': '24938', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '16'}
('Samsung', 'blackberry2548'),{'model': 'blackberry2548', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Samsung', 'price': '33868', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '30'}
('Samsung', 'hero2318'),{'model': 'hero2318', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '2', 'company': 'Samsung', 'price': '24145', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '29'}
('Samsung', 'hero587'),{'model': 'hero587', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '3', 'company': 'Samsung', 'price': '6245', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('Samsung', 'N1562'),{'model': 'N1562', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Samsung', 'price': '30133', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
('Samsung', 'hero3456'),{'model': 'hero3456', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '2', 'company': 'Samsung', 'price': '1339', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '8'}
('Samsung', 'hero4501'),{'model': 'hero4501', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'Samsung', 'price': '29624', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '16'}
('Samsung', 'N2120'),{'model': 'N2120', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'Samsung', 'price': '39236', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '22'}
('Samsung', 'hero2993'),{'model': 'hero2993', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'Samsung', 'price': '32077', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Samsung', 'hero3886'),{'model': 'hero3886', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Samsung', 'price': '21603', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '26'}
('Samsung', 'blackberry3055'),{'model': 'blackberry3055', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Samsung', 'price': '11148', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '6'}
('Samsung', 'hero1953'),{'model': 'hero1953', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '4', 'company': 'Samsung', 'price': '15268', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '13'}
('Samsung', 'hero294'),{'model': 'hero294', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'Samsung', 'price': '15715', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '18'}
('Samsung', 'lumia1134'),{'model': 'lumia1134', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'Samsung', 'price': '39556', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('Samsung', 'blackberry1596'),{'model': 'blackberry1596', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '1', 'company': 'Samsung', 'price': '19599', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '18'}
('Samsung', 'hero1965'),{'model': 'hero1965', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '2', 'company': 'Samsung', 'price': '14835', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '11'}
('Samsung', 'lumia1093'),{'model': 'lumia1093', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Samsung', 'price': '11275', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '10'}
('Samsung', 'blackberry4226'),{'model': 'blackberry4226', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Samsung', 'price': '5332', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '19'}
('Samsung', 'blackberry4182'),{'model': 'blackberry4182', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Samsung', 'price': '14094', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('Samsung', 'blackberry2893'),{'model': 'blackberry2893', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '1', 'company': 'Samsung', 'price': '23913', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '14'}
('Samsung', 'blackberry4144'),{'model': 'blackberry4144', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Samsung', 'price': '12440', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '25'}
('Samsung', 'hero2521'),{'model': 'hero2521', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'Samsung', 'price': '33163', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '12'}
('Samsung', 'blackberry3018'),{'model': 'blackberry3018', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'Samsung', 'price': '17807', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '27'}
('Samsung', 'N4498'),{'model': 'N4498', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '5', 'company': 'Samsung', 'price': '26859', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '14'}
('Samsung', 'hero1206'),{'model': 'hero1206', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Samsung', 'price': '10168', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('Samsung', 'hero1739'),{'model': 'hero1739', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '4', 'company': 'Samsung', 'price': '8481', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '11'}
('Samsung', 'N2226'),{'model': 'N2226', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Samsung', 'price': '30374', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '7'}
('Samsung', 'hero3460'),{'model': 'hero3460', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '3', 'company': 'Samsung', 'price': '13032', 'thickness': '19', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '15'}
('Samsung', 'hero3498'),{'model': 'hero3498', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Samsung', 'price': '39874', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '11'}
('Samsung', 'lumia1787'),{'model': 'lumia1787', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '0', 'company': 'Samsung', 'price': '28523', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '25'}
('Samsung', 'lumia4215'),{'model': 'lumia4215', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Samsung', 'price': '14904', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '29'}
('Samsung', 'N2173'),{'model': 'N2173', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '0', 'company': 'Samsung', 'price': '35990', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '24'}
('Samsung', 'lumia1259'),{'model': 'lumia1259', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'Samsung', 'price': '10837', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('Samsung', 'hero3069'),{'model': 'hero3069', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Samsung', 'price': '38377', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '5'}
('Samsung', 'blackberry1056'),{'model': 'blackberry1056', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Samsung', 'price': '35652', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '24'}
('Samsung', 'N3719'),{'model': 'N3719', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'Samsung', 'price': '32081', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('Samsung', 'hero2566'),{'model': 'hero2566', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Samsung', 'price': '6627', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '30'}
('Samsung', 'lumia1644'),{'model': 'lumia1644', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Samsung', 'price': '38388', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('Samsung', 'hero779'),{'model': 'hero779', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '1', 'company': 'Samsung', 'price': '3710', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('Samsung', 'lumia3493'),{'model': 'lumia3493', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'Samsung', 'price': '37370', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '6'}
('Samsung', 'blackberry399'),{'model': 'blackberry399', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Samsung', 'price': '12918', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Samsung', 'N2757'),{'model': 'N2757', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Samsung', 'price': '2971', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '9'}
('Samsung', 'blackberry2511'),{'model': 'blackberry2511', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'Samsung', 'price': '39512', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Samsung', 'hero3670'),{'model': 'hero3670', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Samsung', 'price': '12029', 'thickness': '22', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '24'}
('Samsung', 'lumia2377'),{'model': 'lumia2377', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '4', 'company': 'Samsung', 'price': '22328', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '23'}
