('Nokia', 'lumia4004'),{'model': 'lumia4004', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Nokia', 'price': '15299', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '22'}
('Nokia', 'N2084'),{'model': 'N2084', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '1', 'company': 'Nokia', 'price': '39023', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '21'}
('Nokia', 'hero2100'),{'model': 'hero2100', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '4', 'company': 'Nokia', 'price': '28655', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
('Nokia', 'blackberry1253'),{'model': 'blackberry1253', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '5', 'company': 'Nokia', 'price': '21745', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '27'}
('Nokia', 'blackberry1612'),{'model': 'blackberry1612', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '1', 'company': 'Nokia', 'price': '1965', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '18'}
('Nokia', 'lumia4341'),{'model': 'lumia4341', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Nokia', 'price': '39839', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('Nokia', 'N180'),{'model': 'N180', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Nokia', 'price': '14648', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '29'}
('Nokia', 'blackberry3595'),{'model': 'blackberry3595', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Nokia', 'price': '5663', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '27'}
('Nokia', 'lumia279'),{'model': 'lumia279', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '1', 'company': 'Nokia', 'price': '28842', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '6'}
('Nokia', 'N2616'),{'model': 'N2616', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'Nokia', 'price': '31805', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '12'}
('Nokia', 'hero3184'),{'model': 'hero3184', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '1', 'company': 'Nokia', 'price': '10074', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '6'}
('Nokia', 'N1987'),{'model': 'N1987', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '1', 'company': 'Nokia', 'price': '28221', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '19'}
('Nokia', 'lumia4193'),{'model': 'lumia4193', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Nokia', 'price': '34320', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '21'}
('Nokia', 'N2327'),{'model': 'N2327', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Nokia', 'price': '10151', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '27'}
('Nokia', 'lumia4167'),{'model': 'lumia4167', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Nokia', 'price': '8179', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('Nokia', 'hero1101'),{'model': 'hero1101', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'Nokia', 'price': '15051', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '26'}
('Nokia', 'lumia3595'),{'model': 'lumia3595', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '28176', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '23'}
('Nokia', 'hero3468'),{'model': 'hero3468', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Nokia', 'price': '22693', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Nokia', 'N2200'),{'model': 'N2200', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Nokia', 'price': '33195', 'thickness': '29', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '16'}
('Nokia', 'N3364'),{'model': 'N3364', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Nokia', 'price': '36245', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('Nokia', 'N2743'),{'model': 'N2743', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Nokia', 'price': '9106', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Nokia', 'N3365'),{'model': 'N3365', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Nokia', 'price': '13156', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '10'}
('Nokia', 'hero773'),{'model': 'hero773', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Nokia', 'price': '15002', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '12'}
('Nokia', 'blackberry3096'),{'model': 'blackberry3096', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Nokia', 'price': '1196', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '23'}
('Nokia', 'N1830'),{'model': 'N1830', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Nokia', 'price': '30642', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('Nokia', 'hero3057'),{'model': 'hero3057', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Nokia', 'price': '32517', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '24'}
('Nokia', 'hero1562'),{'model': 'hero1562', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'Nokia', 'price': '36108', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '27'}
('Nokia', 'lumia1938'),{'model': 'lumia1938', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '5', 'company': 'Nokia', 'price': '36716', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '24'}
('Nokia', 'blackberry1044'),{'model': 'blackberry1044', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '4', 'company': 'Nokia', 'price': '13901', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('Nokia', 'N1463'),{'model': 'N1463', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '3', 'company': 'Nokia', 'price': '14706', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '22'}
('Nokia', 'lumia1593'),{'model': 'lumia1593', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Nokia', 'price': '17526', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('Nokia', 'hero4288'),{'model': 'hero4288', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '5', 'company': 'Nokia', 'price': '1002', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '8'}
('Nokia', 'blackberry3404'),{'model': 'blackberry3404', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'Nokia', 'price': '4925', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('Nokia', 'blackberry271'),{'model': 'blackberry271', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '10241', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '29'}
('Nokia', 'hero1936'),{'model': 'hero1936', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '3', 'company': 'Nokia', 'price': '14357', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '5'}
('Nokia', 'blackberry1023'),{'model': 'blackberry1023', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'Nokia', 'price': '30242', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '5'}
('Nokia', 'hero1806'),{'model': 'hero1806', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '0', 'company': 'Nokia', 'price': '34581', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '30'}
('Nokia', 'N1943'),{'model': 'N1943', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '1', 'company': 'Nokia', 'price': '12762', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '26'}
('Nokia', 'blackberry1441'),{'model': 'blackberry1441', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'Nokia', 'price': '20162', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '10'}
('Nokia', 'lumia2234'),{'model': 'lumia2234', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'Nokia', 'price': '10647', 'thickness': '25', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '17'}
('Nokia', 'N4572'),{'model': 'N4572', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Nokia', 'price': '38176', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '20'}
('Nokia', 'hero2295'),{'model': 'hero2295', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'Nokia', 'price': '34968', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '19'}
('Nokia', 'lumia2685'),{'model': 'lumia2685', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Nokia', 'price': '2368', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('Nokia', 'hero498'),{'model': 'hero498', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'Nokia', 'price': '32812', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '9'}
('Nokia', 'hero2343'),{'model': 'hero2343', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '1', 'company': 'Nokia', 'price': '29560', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '24'}
('Nokia', 'hero506'),{'model': 'hero506', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '0', 'company': 'Nokia', 'price': '12768', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '8'}
('Nokia', 'N3075'),{'model': 'N3075', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Nokia', 'price': '22567', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('Nokia', 'hero3908'),{'model': 'hero3908', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'Nokia', 'price': '39890', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Nokia', 'hero1353'),{'model': 'hero1353', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'Nokia', 'price': '21551', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('Nokia', 'hero3450'),{'model': 'hero3450', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Nokia', 'price': '31800', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('Nokia', 'hero680'),{'model': 'hero680', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '4', 'company': 'Nokia', 'price': '22174', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '13'}
('Nokia', 'blackberry1283'),{'model': 'blackberry1283', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Nokia', 'price': '32708', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '27'}
('Nokia', 'hero4472'),{'model': 'hero4472', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Nokia', 'price': '32164', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '27'}
('Nokia', 'lumia1062'),{'model': 'lumia1062', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'Nokia', 'price': '20294', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '20'}
('Nokia', 'lumia3973'),{'model': 'lumia3973', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '27228', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '24'}
('Nokia', 'blackberry3568'),{'model': 'blackberry3568', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'Nokia', 'price': '30421', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('Nokia', 'hero2800'),{'model': 'hero2800', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'Nokia', 'price': '23480', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '29'}
('Nokia', 'hero605'),{'model': 'hero605', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Nokia', 'price': '13195', 'thickness': '30', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
('Nokia', 'lumia1577'),{'model': 'lumia1577', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '5', 'company': 'Nokia', 'price': '1427', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Nokia', 'blackberry1272'),{'model': 'blackberry1272', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '2', 'company': 'Nokia', 'price': '37230', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '25'}
('Nokia', 'lumia3388'),{'model': 'lumia3388', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'Nokia', 'price': '11543', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Nokia', 'hero3040'),{'model': 'hero3040', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '2', 'company': 'Nokia', 'price': '39057', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '23'}
('Nokia', 'hero2966'),{'model': 'hero2966', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Nokia', 'price': '17596', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '18'}
('Nokia', 'blackberry1399'),{'model': 'blackberry1399', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '4', 'company': 'Nokia', 'price': '12494', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('Nokia', 'blackberry3998'),{'model': 'blackberry3998', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '1', 'company': 'Nokia', 'price': '11057', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '27'}
('Nokia', 'lumia420'),{'model': 'lumia420', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Nokia', 'price': '30848', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '17'}
('Nokia', 'hero2735'),{'model': 'hero2735', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'Nokia', 'price': '19494', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '22'}
('Nokia', 'hero4562'),{'model': 'hero4562', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '3', 'company': 'Nokia', 'price': '21978', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '13'}
('Nokia', 'N3464'),{'model': 'N3464', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '2', 'company': 'Nokia', 'price': '30454', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('Nokia', 'lumia2146'),{'model': 'lumia2146', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Nokia', 'price': '11851', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('Nokia', 'N1189'),{'model': 'N1189', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '36139', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '25'}
('Nokia', 'hero2614'),{'model': 'hero2614', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Nokia', 'price': '7825', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '15'}
('Nokia', 'blackberry3992'),{'model': 'blackberry3992', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Nokia', 'price': '15037', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('Nokia', 'N1740'),{'model': 'N1740', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'Nokia', 'price': '8632', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '8'}
('Nokia', 'hero1561'),{'model': 'hero1561', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '3', 'company': 'Nokia', 'price': '28087', 'thickness': '25', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '30'}
('Nokia', 'lumia1189'),{'model': 'lumia1189', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Nokia', 'price': '29594', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '12'}
('Nokia', 'N2775'),{'model': 'N2775', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '1', 'company': 'Nokia', 'price': '13160', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '30'}
('Nokia', 'hero2087'),{'model': 'hero2087', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Nokia', 'price': '30428', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '22'}
('Nokia', 'N1936'),{'model': 'N1936', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '1', 'company': 'Nokia', 'price': '33120', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '17'}
('Nokia', 'lumia3658'),{'model': 'lumia3658', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Nokia', 'price': '38539', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '21'}
('Nokia', 'lumia1751'),{'model': 'lumia1751', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Nokia', 'price': '8437', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '10'}
('Nokia', 'N3140'),{'model': 'N3140', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'Nokia', 'price': '8426', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '26'}
('Nokia', 'hero625'),{'model': 'hero625', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'Nokia', 'price': '35260', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('Nokia', 'N602'),{'model': 'N602', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Nokia', 'price': '24936', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('Nokia', 'blackberry1618'),{'model': 'blackberry1618', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'Nokia', 'price': '12118', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '24'}
('Nokia', 'N426'),{'model': 'N426', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'Nokia', 'price': '39060', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '19'}
('Nokia', 'hero1500'),{'model': 'hero1500', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Nokia', 'price': '8008', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '11'}
('Nokia', 'blackberry1550'),{'model': 'blackberry1550', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Nokia', 'price': '19115', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '18'}
('Nokia', 'N2195'),{'model': 'N2195', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '1', 'company': 'Nokia', 'price': '16047', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '24'}
('Nokia', 'N3021'),{'model': 'N3021', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Nokia', 'price': '25261', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '12'}
('Nokia', 'N1011'),{'model': 'N1011', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Nokia', 'price': '11352', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '6'}
('Nokia', 'blackberry2591'),{'model': 'blackberry2591', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'Nokia', 'price': '26414', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '28'}
('Nokia', 'blackberry3016'),{'model': 'blackberry3016', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '30601', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('Nokia', 'hero1874'),{'model': 'hero1874', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '4', 'company': 'Nokia', 'price': '23918', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '25'}
('Nokia', 'blackberry3641'),{'model': 'blackberry3641', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Nokia', 'price': '22163', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '21'}
('Nokia', 'N3665'),{'model': 'N3665', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'Nokia', 'price': '26030', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '18'}
('Nokia', 'lumia4099'),{'model': 'lumia4099', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Nokia', 'price': '29658', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
('Nokia', 'N3023'),{'model': 'N3023', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Nokia', 'price': '37055', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '6'}
('Nokia', 'hero2559'),{'model': 'hero2559', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Nokia', 'price': '3257', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '22'}
('Nokia', 'hero2946'),{'model': 'hero2946', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '1', 'company': 'Nokia', 'price': '21595', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '5'}
('Nokia', 'blackberry2227'),{'model': 'blackberry2227', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'Nokia', 'price': '24984', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '25'}
('Nokia', 'hero3059'),{'model': 'hero3059', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Nokia', 'price': '8438', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '20'}
('Nokia', 'lumia349'),{'model': 'lumia349', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Nokia', 'price': '7390', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '21'}
('Nokia', 'lumia1672'),{'model': 'lumia1672', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Nokia', 'price': '29215', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('Nokia', 'blackberry2222'),{'model': 'blackberry2222', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '2', 'company': 'Nokia', 'price': '28096', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('Nokia', 'N374'),{'model': 'N374', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Nokia', 'price': '25597', 'thickness': '11', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('Nokia', 'hero317'),{'model': 'hero317', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Nokia', 'price': '5581', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Nokia', 'N155'),{'model': 'N155', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '1', 'company': 'Nokia', 'price': '3923', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '18'}
('Nokia', 'lumia568'),{'model': 'lumia568', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'Nokia', 'price': '22230', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('Nokia', 'hero3289'),{'model': 'hero3289', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Nokia', 'price': '27813', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '17'}
('Nokia', 'hero3390'),{'model': 'hero3390', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Nokia', 'price': '6311', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '7'}
('Nokia', 'blackberry2175'),{'model': 'blackberry2175', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Nokia', 'price': '33517', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '13'}
('Nokia', 'hero3703'),{'model': 'hero3703', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Nokia', 'price': '15086', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '16'}
('Nokia', 'lumia3272'),{'model': 'lumia3272', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '1', 'company': 'Nokia', 'price': '10206', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '23'}
('Nokia', 'N3728'),{'model': 'N3728', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '4', 'company': 'Nokia', 'price': '23066', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '7'}
