('SonyEricsson', 'hero122'),{'model': 'hero122', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '19036', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('SonyEricsson', 'lumia941'),{'model': 'lumia941', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '28447', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '17'}
('SonyEricsson', 'N2508'),{'model': 'N2508', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '10853', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '8'}
('SonyEricsson', 'blackberry2143'),{'model': 'blackberry2143', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '26239', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '23'}
('SonyEricsson', 'lumia1869'),{'model': 'lumia1869', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '14628', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('SonyEricsson', 'hero1428'),{'model': 'hero1428', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '8973', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('SonyEricsson', 'hero1690'),{'model': 'hero1690', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '21322', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('SonyEricsson', 'blackberry1695'),{'model': 'blackberry1695', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '1343', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('SonyEricsson', 'hero1211'),{'model': 'hero1211', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '30541', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '28'}
('SonyEricsson', 'N3451'),{'model': 'N3451', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '5090', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '30'}
('SonyEricsson', 'hero2519'),{'model': 'hero2519', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '14117', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '15'}
('SonyEricsson', 'blackberry2652'),{'model': 'blackberry2652', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '14353', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '8'}
('SonyEricsson', 'lumia3121'),{'model': 'lumia3121', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '13019', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '29'}
('SonyEricsson', 'hero1543'),{'model': 'hero1543', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '3819', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '8'}
('SonyEricsson', 'hero2742'),{'model': 'hero2742', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '25125', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('SonyEricsson', 'lumia2638'),{'model': 'lumia2638', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '34273', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '25'}
('SonyEricsson', 'hero2483'),{'model': 'hero2483', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '1135', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '23'}
('SonyEricsson', 'blackberry1090'),{'model': 'blackberry1090', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '26882', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('SonyEricsson', 'blackberry3035'),{'model': 'blackberry3035', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '18311', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '12'}
('SonyEricsson', 'hero2504'),{'model': 'hero2504', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '9550', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('SonyEricsson', 'hero1244'),{'model': 'hero1244', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '9626', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '11'}
('SonyEricsson', 'blackberry4531'),{'model': 'blackberry4531', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '25702', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '13'}
('SonyEricsson', 'hero3881'),{'model': 'hero3881', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '21837', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '23'}
('SonyEricsson', 'blackberry4374'),{'model': 'blackberry4374', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '24002', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('SonyEricsson', 'hero2734'),{'model': 'hero2734', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '9776', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('SonyEricsson', 'N3203'),{'model': 'N3203', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '21483', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '17'}
('SonyEricsson', 'blackberry1815'),{'model': 'blackberry1815', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '22403', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '26'}
('SonyEricsson', 'hero220'),{'model': 'hero220', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '24496', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '27'}
('SonyEricsson', 'lumia3408'),{'model': 'lumia3408', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '15179', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '7'}
('SonyEricsson', 'N1068'),{'model': 'N1068', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '11692', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '12'}
('SonyEricsson', 'hero1469'),{'model': 'hero1469', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '9941', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '12'}
('SonyEricsson', 'blackberry899'),{'model': 'blackberry899', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '35265', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '12'}
('SonyEricsson', 'hero372'),{'model': 'hero372', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '3277', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '24'}
('SonyEricsson', 'hero3893'),{'model': 'hero3893', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '12637', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '20'}
('SonyEricsson', 'hero2535'),{'model': 'hero2535', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '13924', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '22'}
('SonyEricsson', 'hero807'),{'model': 'hero807', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '4615', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '15'}
('SonyEricsson', 'lumia3470'),{'model': 'lumia3470', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '13275', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('SonyEricsson', 'hero3302'),{'model': 'hero3302', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '8286', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '7'}
('SonyEricsson', 'blackberry4130'),{'model': 'blackberry4130', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '31160', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('SonyEricsson', 'N788'),{'model': 'N788', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '34006', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '23'}
('SonyEricsson', 'lumia1581'),{'model': 'lumia1581', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '12674', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '19'}
('SonyEricsson', 'lumia4399'),{'model': 'lumia4399', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '35884', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('SonyEricsson', 'blackberry3104'),{'model': 'blackberry3104', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '36957', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '23'}
('SonyEricsson', 'hero3317'),{'model': 'hero3317', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '5221', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '23'}
('SonyEricsson', 'hero414'),{'model': 'hero414', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '34040', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '20'}
('SonyEricsson', 'hero3923'),{'model': 'hero3923', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '27768', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '18'}
('SonyEricsson', 'hero4363'),{'model': 'hero4363', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '6024', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '11'}
('SonyEricsson', 'lumia853'),{'model': 'lumia853', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '32052', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '24'}
('SonyEricsson', 'lumia4319'),{'model': 'lumia4319', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '9481', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('SonyEricsson', 'blackberry3077'),{'model': 'blackberry3077', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '20305', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('SonyEricsson', 'hero2037'),{'model': 'hero2037', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '2871', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '14'}
('SonyEricsson', 'hero1732'),{'model': 'hero1732', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '22121', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '11'}
('SonyEricsson', 'blackberry2226'),{'model': 'blackberry2226', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '22483', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
('SonyEricsson', 'N1165'),{'model': 'N1165', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '15295', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '16'}
('SonyEricsson', 'N837'),{'model': 'N837', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '9152', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '8'}
('SonyEricsson', 'hero2863'),{'model': 'hero2863', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '15436', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '9'}
('SonyEricsson', 'lumia4553'),{'model': 'lumia4553', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '16639', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '17'}
('SonyEricsson', 'hero3425'),{'model': 'hero3425', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '22644', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '19'}
('SonyEricsson', 'hero1668'),{'model': 'hero1668', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '23061', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '12'}
('SonyEricsson', 'N2960'),{'model': 'N2960', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '23790', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '30'}
('SonyEricsson', 'N1607'),{'model': 'N1607', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '3358', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '27'}
('SonyEricsson', 'lumia326'),{'model': 'lumia326', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '21069', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '25'}
('SonyEricsson', 'lumia2178'),{'model': 'lumia2178', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '30913', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '20'}
('SonyEricsson', 'blackberry3633'),{'model': 'blackberry3633', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '12528', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '6'}
('SonyEricsson', 'lumia2010'),{'model': 'lumia2010', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '3659', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '18'}
('SonyEricsson', 'blackberry1235'),{'model': 'blackberry1235', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '31937', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '10'}
('SonyEricsson', 'blackberry1397'),{'model': 'blackberry1397', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '35876', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('SonyEricsson', 'hero126'),{'model': 'hero126', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '5144', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('SonyEricsson', 'N2977'),{'model': 'N2977', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '33857', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '27'}
('SonyEricsson', 'hero3965'),{'model': 'hero3965', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '12579', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '20'}
('SonyEricsson', 'lumia4422'),{'model': 'lumia4422', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '12929', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('SonyEricsson', 'N3162'),{'model': 'N3162', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '26928', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('SonyEricsson', 'blackberry3473'),{'model': 'blackberry3473', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '39427', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '30'}
('SonyEricsson', 'lumia1935'),{'model': 'lumia1935', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '14329', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '14'}
('SonyEricsson', 'hero3831'),{'model': 'hero3831', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '5833', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '9'}
('SonyEricsson', 'lumia2202'),{'model': 'lumia2202', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '21549', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '15'}
('SonyEricsson', 'hero1938'),{'model': 'hero1938', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '37561', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '20'}
('SonyEricsson', 'blackberry4124'),{'model': 'blackberry4124', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '24630', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '23'}
('SonyEricsson', 'hero4314'),{'model': 'hero4314', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '29999', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '19'}
('SonyEricsson', 'hero300'),{'model': 'hero300', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '4239', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '12'}
('SonyEricsson', 'blackberry4187'),{'model': 'blackberry4187', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '29880', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('SonyEricsson', 'N1309'),{'model': 'N1309', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '1835', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '30'}
('SonyEricsson', 'blackberry1147'),{'model': 'blackberry1147', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '30383', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '26'}
('SonyEricsson', 'hero1824'),{'model': 'hero1824', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '16860', 'thickness': '29', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '15'}
('SonyEricsson', 'N1708'),{'model': 'N1708', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '33057', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '11'}
('SonyEricsson', 'blackberry1621'),{'model': 'blackberry1621', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '5281', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('SonyEricsson', 'hero3308'),{'model': 'hero3308', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '9832', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '20'}
('SonyEricsson', 'blackberry1622'),{'model': 'blackberry1622', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '1498', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '13'}
('SonyEricsson', 'blackberry3587'),{'model': 'blackberry3587', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '30465', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '5'}
('SonyEricsson', 'hero3130'),{'model': 'hero3130', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '33111', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '12'}
('SonyEricsson', 'hero3395'),{'model': 'hero3395', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '34638', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '25'}
('SonyEricsson', 'blackberry3559'),{'model': 'blackberry3559', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '15170', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '9'}
('SonyEricsson', 'blackberry1243'),{'model': 'blackberry1243', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '7588', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '14'}
('SonyEricsson', 'hero3452'),{'model': 'hero3452', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '11890', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('SonyEricsson', 'blackberry3317'),{'model': 'blackberry3317', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '32941', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '17'}
('SonyEricsson', 'N3414'),{'model': 'N3414', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '18391', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '15'}
('SonyEricsson', 'N2876'),{'model': 'N2876', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '17103', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '28'}
('SonyEricsson', 'hero2680'),{'model': 'hero2680', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '18029', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '19'}
('SonyEricsson', 'N520'),{'model': 'N520', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '33061', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('SonyEricsson', 'blackberry522'),{'model': 'blackberry522', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '21611', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '25'}
('SonyEricsson', 'hero1102'),{'model': 'hero1102', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '8326', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '20'}
('SonyEricsson', 'hero1992'),{'model': 'hero1992', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '26683', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '30'}
('SonyEricsson', 'N2768'),{'model': 'N2768', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '28150', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '14'}
('SonyEricsson', 'hero3387'),{'model': 'hero3387', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '32294', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '21'}
('SonyEricsson', 'hero1818'),{'model': 'hero1818', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '36244', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '12'}
('SonyEricsson', 'N3349'),{'model': 'N3349', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '30945', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('SonyEricsson', 'blackberry3701'),{'model': 'blackberry3701', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '19195', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '10'}
('SonyEricsson', 'hero684'),{'model': 'hero684', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '1757', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('SonyEricsson', 'blackberry1865'),{'model': 'blackberry1865', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '10692', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '18'}
