{'rearcamera': '3', 'price': '15299', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '20', 'model': 'lumia4004', 'thickness': '18', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '24092', 'talktime': '6', 'operatingsystem': 's40', 'frontcamera': '0', 'model': 'hero3946', 'thickness': '14', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '4055', 'talktime': '23', 'operatingsystem': 'blackberry', 'frontcamera': '2', 'model': 'blackberry2167', 'thickness': '29', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '27175', 'talktime': '5', 'operatingsystem': 'windows', 'frontcamera': '12', 'model': 'hero4482', 'thickness': '28', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '12494', 'talktime': '17', 'operatingsystem': 's40', 'frontcamera': '4', 'model': 'blackberry1399', 'thickness': '11', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '1', 'price': '18822', 'talktime': '6', 'operatingsystem': 'symbian', 'frontcamera': '1', 'model': 'lumia1633', 'thickness': '30', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '38831', 'talktime': '30', 'operatingsystem': 'blackberry', 'frontcamera': '20', 'model': 'N496', 'thickness': '28', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '4804', 'talktime': '21', 'operatingsystem': 's40', 'frontcamera': '14', 'model': 'hero4044', 'thickness': '23', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '27656', 'talktime': '30', 'operatingsystem': 's40', 'frontcamera': '14', 'model': 'lumia3305', 'thickness': '17', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '39224', 'talktime': '28', 'operatingsystem': 'windows', 'frontcamera': '8', 'model': 'blackberry353', 'thickness': '23', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '33627', 'talktime': '30', 'operatingsystem': 's40', 'frontcamera': '4', 'model': 'hero2155', 'thickness': '12', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '1', 'price': '11057', 'talktime': '27', 'operatingsystem': 'windows', 'frontcamera': '20', 'model': 'blackberry3998', 'thickness': '22', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '2', 'price': '18188', 'talktime': '9', 'operatingsystem': 'blackberry', 'frontcamera': '2', 'model': 'blackberry3068', 'thickness': '26', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '34325', 'talktime': '21', 'operatingsystem': 'android', 'frontcamera': '7', 'model': 'N125', 'thickness': '19', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '7735', 'talktime': '25', 'operatingsystem': 's40', 'frontcamera': '19', 'model': 'hero3175', 'thickness': '16', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '1', 'price': '7033', 'talktime': '20', 'operatingsystem': 'windows', 'frontcamera': '2', 'model': 'blackberry3962', 'thickness': '22', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '5849', 'talktime': '13', 'operatingsystem': 'android', 'frontcamera': '18', 'model': 'lumia3009', 'thickness': '18', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '6664', 'talktime': '7', 'operatingsystem': 's40', 'frontcamera': '2', 'model': 'blackberry1580', 'thickness': '13', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '35005', 'talktime': '24', 'operatingsystem': 'windows', 'frontcamera': '18', 'model': 'N1055', 'thickness': '16', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '5173', 'talktime': '6', 'operatingsystem': 'windows', 'frontcamera': '19', 'model': 'hero1504', 'thickness': '11', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '38656', 'talktime': '7', 'operatingsystem': 'blackberry', 'frontcamera': '6', 'model': 'N4405', 'thickness': '29', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '28051', 'talktime': '20', 'operatingsystem': 'android', 'frontcamera': '4', 'model': 'hero476', 'thickness': '30', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '29217', 'talktime': '22', 'operatingsystem': 's40', 'frontcamera': '17', 'model': 'N2006', 'thickness': '21', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '1173', 'talktime': '12', 'operatingsystem': 'windows', 'frontcamera': '10', 'model': 'blackberry898', 'thickness': '10', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '21333', 'talktime': '23', 'operatingsystem': 'android', 'frontcamera': '14', 'model': 'hero4289', 'thickness': '18', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '22725', 'talktime': '11', 'operatingsystem': 'windows', 'frontcamera': '17', 'model': 'blackberry4377', 'thickness': '23', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '34098', 'talktime': '14', 'operatingsystem': 'android', 'frontcamera': '4', 'model': 'lumia3023', 'thickness': '21', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '9507', 'talktime': '5', 'operatingsystem': 'android', 'frontcamera': '10', 'model': 'blackberry3259', 'thickness': '28', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '31835', 'talktime': '13', 'operatingsystem': 'android', 'frontcamera': '15', 'model': 'hero1908', 'thickness': '18', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '17737', 'talktime': '21', 'operatingsystem': 'android', 'frontcamera': '16', 'model': 'blackberry4159', 'thickness': '23', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '23427', 'talktime': '7', 'operatingsystem': 'bada', 'frontcamera': '19', 'model': 'hero3748', 'thickness': '22', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '30848', 'talktime': '17', 'operatingsystem': 'bada', 'frontcamera': '17', 'model': 'lumia420', 'thickness': '10', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '4385', 'talktime': '30', 'operatingsystem': 'symbian', 'frontcamera': '14', 'model': 'hero1312', 'thickness': '28', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '23768', 'talktime': '26', 'operatingsystem': 'symbian', 'frontcamera': '15', 'model': 'blackberry1250', 'thickness': '30', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '4', 'price': '22295', 'talktime': '26', 'operatingsystem': 'windows', 'frontcamera': '10', 'model': 'hero2132', 'thickness': '17', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '2', 'price': '23465', 'talktime': '21', 'operatingsystem': 'symbian', 'frontcamera': '0', 'model': 'blackberry1942', 'thickness': '12', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '19494', 'talktime': '22', 'operatingsystem': 'android', 'frontcamera': '18', 'model': 'hero2735', 'thickness': '14', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '21978', 'talktime': '13', 'operatingsystem': 'android', 'frontcamera': '1', 'model': 'hero4562', 'thickness': '17', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '11897', 'talktime': '19', 'operatingsystem': 'blackberry', 'frontcamera': '2', 'model': 'lumia3263', 'thickness': '27', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '2', 'price': '30454', 'talktime': '11', 'operatingsystem': 'bada', 'frontcamera': '17', 'model': 'N3464', 'thickness': '24', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '38143', 'talktime': '6', 'operatingsystem': 'windows', 'frontcamera': '5', 'model': 'hero998', 'thickness': '19', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '38438', 'talktime': '10', 'operatingsystem': 's40', 'frontcamera': '2', 'model': 'N3567', 'thickness': '27', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '4', 'price': '34857', 'talktime': '11', 'operatingsystem': 'bada', 'frontcamera': '9', 'model': 'N1193', 'thickness': '22', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '11851', 'talktime': '6', 'operatingsystem': 'windows', 'frontcamera': '13', 'model': 'lumia2146', 'thickness': '14', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '1', 'price': '20641', 'talktime': '28', 'operatingsystem': 'blackberry', 'frontcamera': '8', 'model': 'hero3746', 'thickness': '27', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '5', 'price': '21523', 'talktime': '8', 'operatingsystem': 'android', 'frontcamera': '7', 'model': 'hero154', 'thickness': '20', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '36794', 'talktime': '22', 'operatingsystem': 's40', 'frontcamera': '5', 'model': 'lumia1609', 'thickness': '24', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '19791', 'talktime': '11', 'operatingsystem': 's40', 'frontcamera': '7', 'model': 'hero3712', 'thickness': '22', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '36139', 'talktime': '25', 'operatingsystem': 'windows', 'frontcamera': '19', 'model': 'N1189', 'thickness': '24', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '7825', 'talktime': '15', 'operatingsystem': 'bada', 'frontcamera': '16', 'model': 'hero2614', 'thickness': '20', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '1', 'price': '15037', 'talktime': '10', 'operatingsystem': 'windows', 'frontcamera': '7', 'model': 'blackberry3992', 'thickness': '13', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '2', 'price': '16529', 'talktime': '20', 'operatingsystem': 'android', 'frontcamera': '14', 'model': 'lumia729', 'thickness': '25', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '36786', 'talktime': '14', 'operatingsystem': 'symbian', 'frontcamera': '16', 'model': 'hero127', 'thickness': '23', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '34057', 'talktime': '28', 'operatingsystem': 'windows', 'frontcamera': '16', 'model': 'lumia2493', 'thickness': '22', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '1286', 'talktime': '13', 'operatingsystem': 'android', 'frontcamera': '8', 'model': 'hero328', 'thickness': '13', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '4138', 'talktime': '15', 'operatingsystem': 's40', 'frontcamera': '3', 'model': 'hero4060', 'thickness': '10', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '14086', 'talktime': '18', 'operatingsystem': 'bada', 'frontcamera': '20', 'model': 'blackberry4192', 'thickness': '21', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '35591', 'talktime': '28', 'operatingsystem': 'blackberry', 'frontcamera': '18', 'model': 'hero3978', 'thickness': '10', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '19246', 'talktime': '29', 'operatingsystem': 'blackberry', 'frontcamera': '16', 'model': 'lumia3253', 'thickness': '30', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '37869', 'talktime': '21', 'operatingsystem': 'bada', 'frontcamera': '1', 'model': 'hero3584', 'thickness': '25', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '15689', 'talktime': '24', 'operatingsystem': 'bada', 'frontcamera': '11', 'model': 'N2228', 'thickness': '28', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '31052', 'talktime': '26', 'operatingsystem': 'blackberry', 'frontcamera': '20', 'model': 'hero3948', 'thickness': '15', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '34057', 'talktime': '28', 'operatingsystem': 'symbian', 'frontcamera': '20', 'model': 'N2426', 'thickness': '22', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '31349', 'talktime': '27', 'operatingsystem': 'windows', 'frontcamera': '13', 'model': 'hero2092', 'thickness': '13', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '25723', 'talktime': '17', 'operatingsystem': 'android', 'frontcamera': '9', 'model': 'blackberry3696', 'thickness': '21', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '36600', 'talktime': '17', 'operatingsystem': 'bada', 'frontcamera': '13', 'model': 'blackberry2084', 'thickness': '10', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '16290', 'talktime': '15', 'operatingsystem': 'symbian', 'frontcamera': '3', 'model': 'N3861', 'thickness': '25', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '5', 'price': '26379', 'talktime': '16', 'operatingsystem': 'windows', 'frontcamera': '19', 'model': 'hero1794', 'thickness': '29', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '0', 'price': '9687', 'talktime': '18', 'operatingsystem': 'blackberry', 'frontcamera': '2', 'model': 'blackberry916', 'thickness': '15', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '22741', 'talktime': '19', 'operatingsystem': 'symbian', 'frontcamera': '1', 'model': 'blackberry2488', 'thickness': '20', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '39062', 'talktime': '16', 'operatingsystem': 'bada', 'frontcamera': '7', 'model': 'hero2389', 'thickness': '28', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '5', 'price': '33409', 'talktime': '13', 'operatingsystem': 'android', 'frontcamera': '3', 'model': 'hero4123', 'thickness': '15', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '17350', 'talktime': '27', 'operatingsystem': 's40', 'frontcamera': '9', 'model': 'hero971', 'thickness': '14', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '8632', 'talktime': '8', 'operatingsystem': 'android', 'frontcamera': '18', 'model': 'N1740', 'thickness': '13', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '3', 'price': '8647', 'talktime': '7', 'operatingsystem': 'bada', 'frontcamera': '15', 'model': 'hero1965', 'thickness': '30', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '28554', 'talktime': '14', 'operatingsystem': 'windows', 'frontcamera': '5', 'model': 'lumia1244', 'thickness': '13', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '4631', 'talktime': '22', 'operatingsystem': 'android', 'frontcamera': '9', 'model': 'hero3184', 'thickness': '19', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '18770', 'talktime': '22', 'operatingsystem': 'symbian', 'frontcamera': '14', 'model': 'lumia3408', 'thickness': '20', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '3', 'price': '3491', 'talktime': '20', 'operatingsystem': 's40', 'frontcamera': '3', 'model': 'hero2545', 'thickness': '18', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '16849', 'talktime': '19', 'operatingsystem': 'bada', 'frontcamera': '1', 'model': 'blackberry3355', 'thickness': '20', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '38505', 'talktime': '6', 'operatingsystem': 's40', 'frontcamera': '11', 'model': 'hero1845', 'thickness': '17', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '30748', 'talktime': '25', 'operatingsystem': 'blackberry', 'frontcamera': '15', 'model': 'N2888', 'thickness': '17', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '19189', 'talktime': '21', 'operatingsystem': 'symbian', 'frontcamera': '13', 'model': 'N4062', 'thickness': '23', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '36096', 'talktime': '28', 'operatingsystem': 'windows', 'frontcamera': '16', 'model': 'lumia2210', 'thickness': '22', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '12773', 'talktime': '20', 'operatingsystem': 'blackberry', 'frontcamera': '12', 'model': 'blackberry1913', 'thickness': '18', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '22696', 'talktime': '23', 'operatingsystem': 's40', 'frontcamera': '20', 'model': 'hero1124', 'thickness': '13', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '1', 'price': '14122', 'talktime': '20', 'operatingsystem': 'bada', 'frontcamera': '12', 'model': 'N834', 'thickness': '29', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '3', 'price': '26349', 'talktime': '13', 'operatingsystem': 'symbian', 'frontcamera': '11', 'model': 'hero399', 'thickness': '18', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '11207', 'talktime': '10', 'operatingsystem': 'blackberry', 'frontcamera': '0', 'model': 'hero1491', 'thickness': '21', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '28087', 'talktime': '30', 'operatingsystem': 's40', 'frontcamera': '15', 'model': 'hero1561', 'thickness': '25', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '3', 'price': '6131', 'talktime': '19', 'operatingsystem': 'blackberry', 'frontcamera': '17', 'model': 'hero1894', 'thickness': '26', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '21322', 'talktime': '22', 'operatingsystem': 'blackberry', 'frontcamera': '4', 'model': 'hero3071', 'thickness': '17', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '27730', 'talktime': '10', 'operatingsystem': 'symbian', 'frontcamera': '5', 'model': 'N2437', 'thickness': '14', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '29594', 'talktime': '12', 'operatingsystem': 's40', 'frontcamera': '16', 'model': 'lumia1189', 'thickness': '30', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '32880', 'talktime': '16', 'operatingsystem': 'blackberry', 'frontcamera': '4', 'model': 'N2818', 'thickness': '17', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '13160', 'talktime': '30', 'operatingsystem': 'windows', 'frontcamera': '1', 'model': 'N2775', 'thickness': '10', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '0', 'price': '37250', 'talktime': '28', 'operatingsystem': 'symbian', 'frontcamera': '11', 'model': 'N2370', 'thickness': '29', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '2', 'price': '38380', 'talktime': '7', 'operatingsystem': 'symbian', 'frontcamera': '17', 'model': 'hero4116', 'thickness': '29', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '31564', 'talktime': '15', 'operatingsystem': 's40', 'frontcamera': '15', 'model': 'N3369', 'thickness': '21', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '0', 'price': '24617', 'talktime': '9', 'operatingsystem': 's40', 'frontcamera': '8', 'model': 'N3260', 'thickness': '30', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '7929', 'talktime': '25', 'operatingsystem': 's40', 'frontcamera': '18', 'model': 'N2750', 'thickness': '22', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '2', 'price': '21597', 'talktime': '5', 'operatingsystem': 'android', 'frontcamera': '2', 'model': 'blackberry3902', 'thickness': '18', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '38234', 'talktime': '10', 'operatingsystem': 'symbian', 'frontcamera': '14', 'model': 'hero2047', 'thickness': '13', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '10644', 'talktime': '8', 'operatingsystem': 'blackberry', 'frontcamera': '2', 'model': 'lumia2191', 'thickness': '12', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '10494', 'talktime': '6', 'operatingsystem': 'bada', 'frontcamera': '16', 'model': 'lumia1340', 'thickness': '19', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '2', 'price': '27207', 'talktime': '27', 'operatingsystem': 'android', 'frontcamera': '9', 'model': 'blackberry1525', 'thickness': '19', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '30428', 'talktime': '22', 'operatingsystem': 'android', 'frontcamera': '0', 'model': 'hero2087', 'thickness': '23', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '8742', 'talktime': '26', 'operatingsystem': 'android', 'frontcamera': '12', 'model': 'blackberry2433', 'thickness': '21', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '33586', 'talktime': '23', 'operatingsystem': 'android', 'frontcamera': '6', 'model': 'N247', 'thickness': '14', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '1712', 'talktime': '9', 'operatingsystem': 'android', 'frontcamera': '5', 'model': 'lumia237', 'thickness': '30', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '32822', 'talktime': '15', 'operatingsystem': 's40', 'frontcamera': '6', 'model': 'hero312', 'thickness': '16', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '37379', 'talktime': '21', 'operatingsystem': 'windows', 'frontcamera': '3', 'model': 'lumia574', 'thickness': '25', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '29866', 'talktime': '10', 'operatingsystem': 'windows', 'frontcamera': '18', 'model': 'blackberry3309', 'thickness': '10', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '1', 'price': '33120', 'talktime': '17', 'operatingsystem': 'windows', 'frontcamera': '20', 'model': 'N1936', 'thickness': '25', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '0', 'price': '38539', 'talktime': '21', 'operatingsystem': 's40', 'frontcamera': '8', 'model': 'lumia3658', 'thickness': '28', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '3', 'price': '9778', 'talktime': '10', 'operatingsystem': 'bada', 'frontcamera': '15', 'model': 'lumia157', 'thickness': '28', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '8437', 'talktime': '10', 'operatingsystem': 'android', 'frontcamera': '17', 'model': 'lumia1751', 'thickness': '25', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '34189', 'talktime': '23', 'operatingsystem': 'symbian', 'frontcamera': '7', 'model': 'lumia763', 'thickness': '15', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '25203', 'talktime': '22', 'operatingsystem': 'android', 'frontcamera': '8', 'model': 'lumia3044', 'thickness': '23', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '8426', 'talktime': '26', 'operatingsystem': 'symbian', 'frontcamera': '2', 'model': 'N3140', 'thickness': '17', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '19298', 'talktime': '11', 'operatingsystem': 'symbian', 'frontcamera': '11', 'model': 'hero3922', 'thickness': '17', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '5', 'price': '6897', 'talktime': '5', 'operatingsystem': 'symbian', 'frontcamera': '4', 'model': 'blackberry754', 'thickness': '21', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '3', 'price': '35504', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '14', 'model': 'N3571', 'thickness': '21', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '8628', 'talktime': '26', 'operatingsystem': 'symbian', 'frontcamera': '0', 'model': 'blackberry4283', 'thickness': '18', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '35046', 'talktime': '17', 'operatingsystem': 'blackberry', 'frontcamera': '4', 'model': 'blackberry210', 'thickness': '10', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '35260', 'talktime': '7', 'operatingsystem': 'blackberry', 'frontcamera': '7', 'model': 'hero625', 'thickness': '13', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '8140', 'talktime': '16', 'operatingsystem': 'android', 'frontcamera': '11', 'model': 'N2818', 'thickness': '26', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '5', 'price': '5918', 'talktime': '27', 'operatingsystem': 'symbian', 'frontcamera': '16', 'model': 'hero1678', 'thickness': '25', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '24936', 'talktime': '25', 'operatingsystem': 'windows', 'frontcamera': '4', 'model': 'N602', 'thickness': '23', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '3', 'price': '21329', 'talktime': '6', 'operatingsystem': 'symbian', 'frontcamera': '11', 'model': 'hero1112', 'thickness': '12', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
